TIMESTAMP,Obs_3hr,rated_3hr,nowcast_3hr,dayahead_3hr
01-Jan-2017 00:00:00,353.5775,712.2,408.3925,395.288333333333
01-Jan-2017 03:00:00,487.884166666667,712.2,443.955833333333,437.4725
01-Jan-2017 06:00:00,460.914166666667,712.2,471.1,480.369166666667
01-Jan-2017 09:00:00,433.946666666667,712.2,470.1425,483.900833333333
01-Jan-2017 12:00:00,474.601666666667,712.2,497.419166666667,392.613333333333
01-Jan-2017 15:00:00,440.049166666667,712.2,394.530833333333,246.484166666667
01-Jan-2017 18:00:00,250.421666666667,712.2,174.2675,255.34
01-Jan-2017 21:00:00,193.551666666667,712.2,336.4025,282.906666666667
02-Jan-2017 00:00:00,215.8525,712.2,315.560833333333,278.05
02-Jan-2017 03:00:00,367,712.2,383.449166666667,395.031666666667
02-Jan-2017 06:00:00,423.048333333333,712.2,352.041666666667,421.3425
02-Jan-2017 09:00:00,322.221666666667,712.2,320.374166666667,377.6725
02-Jan-2017 12:00:00,315.973333333333,712.2,294.469166666667,375.516666666667
02-Jan-2017 15:00:00,444.656666666667,712.2,376.224166666667,436.600833333333
02-Jan-2017 18:00:00,331.484166666667,712.2,383.8975,392.896666666667
02-Jan-2017 21:00:00,131.996666666667,712.2,221.4225,249.176666666667
03-Jan-2017 00:00:00,145.158333333333,712.2,202.695,209.2
03-Jan-2017 03:00:00,211.683333333333,712.2,228.5975,247.851666666667
03-Jan-2017 06:00:00,407.749166666667,712.2,288.905,283.956666666667
03-Jan-2017 09:00:00,506.785,712.2,480.819166666667,360.3
03-Jan-2017 12:00:00,602.520833333333,712.2,562.491666666667,426.155
03-Jan-2017 15:00:00,671.514166666667,712.2,621.821666666667,517.319166666667
03-Jan-2017 18:00:00,678.493333333333,712.2,643.965833333333,598.1875
03-Jan-2017 21:00:00,672.663333333333,712.2,642.996666666667,625.0175
04-Jan-2017 00:00:00,675.02,712.2,639.199166666667,635.760833333333
04-Jan-2017 03:00:00,606.794166666667,712.2,637.944166666667,635.465
04-Jan-2017 06:00:00,626.9325,712.2,629.22,630.716666666667
04-Jan-2017 09:00:00,672.48,712.2,652.5825,640.604166666667
04-Jan-2017 12:00:00,676.494166666667,712.2,667.691666666667,658.226666666667
04-Jan-2017 15:00:00,672.230833333333,712.2,668.69,654.345
04-Jan-2017 18:00:00,661.3425,712.2,644.11,638.673333333333
04-Jan-2017 21:00:00,531.973333333333,712.2,541.495833333333,571.093333333333
05-Jan-2017 00:00:00,584.114166666667,712.2,480.735,430.7325
05-Jan-2017 03:00:00,565.471666666667,712.2,478.6425,404.034166666667
05-Jan-2017 06:00:00,356.195,712.2,394.663333333333,356.765
05-Jan-2017 09:00:00,123.274166666667,712.2,149.1875,200.841666666667
05-Jan-2017 12:00:00,50.23,712.2,45.12,85.1166666666667
05-Jan-2017 15:00:00,94.6191666666667,712.2,74.9875,99.1591666666666
05-Jan-2017 18:00:00,98.0966666666666,712.2,108.381666666667,115.805833333333
05-Jan-2017 21:00:00,103.66,712.2,133.310833333333,141.78
06-Jan-2017 00:00:00,144.334166666667,712.2,129.775,132.839166666667
06-Jan-2017 03:00:00,93.4408333333333,712.2,106.575833333333,103.736666666667
06-Jan-2017 06:00:00,105.268333333333,712.2,120.360833333333,119.85
06-Jan-2017 09:00:00,162.155833333333,712.2,123.889166666667,137.088333333333
06-Jan-2017 12:00:00,153.954166666667,712.2,118.674166666667,144.403333333333
06-Jan-2017 15:00:00,239.44,712.2,190.275,189.819166666667
06-Jan-2017 18:00:00,449.853333333333,712.2,362.2675,299.480833333333
06-Jan-2017 21:00:00,495.84,712.2,470.006666666667,425.063333333333
07-Jan-2017 00:00:00,560.42,712.2,507.358333333333,500.585833333333
07-Jan-2017 03:00:00,576.971666666667,712.2,511.304166666667,497.448333333333
07-Jan-2017 06:00:00,466.726666666667,712.2,397.448333333333,308.994166666667
07-Jan-2017 09:00:00,131.5775,712.2,150.231666666667,149.160833333333
07-Jan-2017 12:00:00,91.0108333333333,712.2,91.3225,127.89
07-Jan-2017 15:00:00,119.503333333333,712.2,135.633333333333,131.230833333333
07-Jan-2017 18:00:00,47.8766666666667,712.2,168.969166666667,129.335833333333
07-Jan-2017 21:00:00,36.5033333333333,712.2,83.0641666666667,100.903333333333
08-Jan-2017 00:00:00,27.1416666666667,712.2,43.5483333333333,63.0916666666667
08-Jan-2017 03:00:00,11.7766666666667,712.2,25.1908333333333,44.5566666666667
08-Jan-2017 06:00:00,1.40083333333333,712.2,10.8366666666667,18.6225
08-Jan-2017 09:00:00,3.3675,712.2,6.65333333333333,12.4416666666667
08-Jan-2017 12:00:00,0.289166666666667,712.2,4.64583333333333,8.42
08-Jan-2017 15:00:00,0,712.2,5.63083333333333,6.07
08-Jan-2017 18:00:00,0,712.2,16.225,16.0175
08-Jan-2017 21:00:00,21.8016666666667,712.2,35.48,33.9608333333333
09-Jan-2017 00:00:00,45.9341666666667,712.2,73.6583333333333,72.7016666666667
09-Jan-2017 03:00:00,98.7816666666667,712.2,136.360833333333,134.118333333333
09-Jan-2017 06:00:00,258.574166666667,712.2,261.723333333333,242.105
09-Jan-2017 09:00:00,386.813333333333,712.2,405.158333333333,361.6475
09-Jan-2017 12:00:00,595.4125,712.2,532.2075,500.63
09-Jan-2017 15:00:00,656.611666666667,712.2,638.675833333333,614.295833333333
09-Jan-2017 18:00:00,683.14,712.2,570.805833333333,548.411666666667
09-Jan-2017 21:00:00,402.711666666667,712.2,383.603333333333,426.013333333333
10-Jan-2017 00:00:00,485.06,712.2,433.974166666667,442.97
10-Jan-2017 03:00:00,448.508333333333,712.2,421.753333333333,431.381666666667
10-Jan-2017 06:00:00,331.4025,712.2,412.746666666667,448.48
10-Jan-2017 09:00:00,338.035833333333,712.2,311.144166666667,478.955833333333
10-Jan-2017 12:00:00,179.1675,712.2,180.3,416.128333333333
10-Jan-2017 15:00:00,148.064166666667,712.2,98.4841666666667,273.941666666667
